Date,Time,Open,High,Low,Close,Volume
2024-11-15,14:00:00,90148.0,90200.0,88585.33,89107.98,3372.88896
2024-11-15,15:00:00,89107.97,89134.74,87754.45,88445.41,3999.02812
2024-11-15,16:00:00,88445.4,89768.41,88386.99,89375.99,2745.84242
2024-11-15,17:00:00,89376.0,89944.0,89191.47,89484.85,1835.70209
2024-11-15,18:00:00,89484.84,89810.0,89214.55,89387.99,1353.64414
2024-11-15,19:00:00,89388.0,90844.9,89260.0,90377.89,2737.65262
2024-11-15,20:00:00,90377.89,91461.01,90324.85,91447.98,3159.42709
2024-11-15,21:00:00,91447.99,91830.35,91067.6,91678.78,2173.04829
2024-11-15,22:00:00,91678.78,91850.0,91033.66,91208.0,1278.88642
2024-11-15,23:00:00,91208.0,91450.0,90866.72,91032.07,1182.96557
2024-11-16,00:00:00,91032.08,91348.5,90850.0,91000.0,1330.88177
2024-11-16,01:00:00,91000.0,91442.11,90942.42,91249.29,919.75125
2024-11-16,02:00:00,91249.3,91709.06,91151.51,91405.54,1116.54026
2024-11-16,03:00:00,91405.54,91597.08,91053.48,91252.03,882.78064
2024-11-16,04:00:00,91252.04,91400.0,91064.24,91269.69,674.33101
2024-11-16,05:00:00,91269.7,91779.66,91144.74,91350.34,837.02267
2024-11-16,06:00:00,91350.34,91447.74,91149.76,91192.0,799.84039
2024-11-16,07:00:00,91192.0,91388.45,91068.19,91117.53,717.08105
2024-11-16,08:00:00,91117.52,91430.0,91025.11,91425.98,991.0455
2024-11-16,09:00:00,91425.98,91428.0,91199.18,91235.24,723.99711
2024-11-16,10:00:00,91235.23,91598.13,91220.15,91393.93,1068.90218
2024-11-16,11:00:00,91393.94,91423.33,90993.15,91169.69,1188.75818
2024-11-16,12:00:00,91169.69,91320.0,90500.0,90894.74,1543.84482
2024-11-16,13:00:00,90894.75,91190.0,90684.21,90755.99,838.5499
2024-11-16,14:00:00,90756.0,91074.22,90608.8,90968.0,856.47747
2024-11-16,15:00:00,90968.01,91016.93,90056.17,90521.2,2183.32434
2024-11-16,16:00:00,90521.2,90865.48,90186.64,90612.65,1292.44473
2024-11-16,17:00:00,90612.64,91000.0,90505.39,90904.03,693.43545
2024-11-16,18:00:00,90904.02,91396.03,90840.0,91303.04,840.12951
2024-11-16,19:00:00,91303.04,91332.0,90949.61,91100.24,640.3715
2024-11-16,20:00:00,91100.23,91181.82,90670.6,90752.01,672.80452
2024-11-16,21:00:00,90752.01,91067.67,90702.0,90993.5,519.9409
2024-11-16,22:00:00,90993.49,91000.0,90300.0,90328.39,697.50998
2024-11-16,23:00:00,90328.39,90651.98,90328.0,90586.92,688.11176
2024-11-17,00:00:00,90587.98,90888.0,90576.0,90808.0,501.8679
2024-11-17,01:00:00,90808.0,90876.81,90001.0,90272.74,1256.20862
2024-11-17,02:00:00,90272.73,90272.74,89364.0,90024.01,2502.31411
2024-11-17,03:00:00,90024.02,90247.86,89775.37,90247.86,690.33334
2024-11-17,04:00:00,90247.86,90681.37,90158.56,90576.0,1106.20149
2024-11-17,05:00:00,90576.01,90888.0,90374.45,90470.13,676.89936
2024-11-17,06:00:00,90470.13,90769.99,90369.72,90645.44,518.74589
2024-11-17,07:00:00,90645.44,90666.67,90368.0,90550.8,672.2689
2024-11-17,08:00:00,90550.8,91050.01,90478.99,90985.11,1120.60865
2024-11-17,09:00:00,90985.11,91449.99,90968.8,91295.24,1069.2219
2024-11-17,10:00:00,91295.24,91330.88,90882.74,91056.0,541.78681
2024-11-17,11:00:00,91055.99,91076.0,90508.0,90684.19,1197.47782
2024-11-17,12:00:00,90684.19,91189.88,90632.0,91080.68,972.81942
2024-11-17,13:00:00,91080.68,91112.0,90310.0,90504.01,1124.65301
2024-11-17,14:00:00,90504.02,90765.96,89925.91,90310.91,1342.19407
2024-11-17,15:00:00,90310.92,90587.99,90114.5,90260.01,727.14765
2024-11-17,16:00:00,90260.01,90523.45,90076.29,90446.92,733.62749
2024-11-17,17:00:00,90446.91,90640.18,90150.23,90578.66,731.60128
2024-11-17,18:00:00,90578.66,90616.78,89832.44,89936.0,852.41957
2024-11-17,19:00:00,89936.0,90140.0,89664.34,90044.0,794.74329
2024-11-17,20:00:00,90044.0,90212.13,89500.0,89636.0,984.0257
2024-11-17,21:00:00,89636.0,89748.02,89002.08,89137.98,1208.84489
2024-11-17,22:00:00,89137.97,89647.84,88722.0,89556.0,1526.58089
2024-11-17,23:00:00,89556.0,89863.99,89316.98,89855.99,1014.96404
2024-11-18,00:00:00,89855.98,90120.74,89617.96,89940.0,744.60437
2024-11-18,01:00:00,89940.0,90935.44,89894.38,90747.57,1089.21916
2024-11-18,02:00:00,90747.57,90847.61,90405.01,90493.89,733.42403
2024-11-18,03:00:00,90493.88,90676.92,90300.0,90668.58,684.98496
2024-11-18,04:00:00,90668.58,90700.0,90438.85,90441.3,440.84819
2024-11-18,05:00:00,90441.3,90809.36,90441.29,90615.71,706.34235
2024-11-18,06:00:00,90615.72,92079.3,90615.71,92061.84,2850.16791
2024-11-18,07:00:00,92061.84,92300.0,91415.79,91719.9,2381.3064
2024-11-18,08:00:00,91719.9,92141.13,91555.54,91810.61,1210.88132
2024-11-18,09:00:00,91810.6,92211.99,91640.0,91710.6,1098.76634
2024-11-18,10:00:00,91710.59,92016.0,91680.0,91769.42,1099.18688
2024-11-18,11:00:00,91769.43,91816.01,90051.1,90275.13,3079.76212
2024-11-18,12:00:00,90275.13,90757.58,90100.5,90517.13,1724.96027
2024-11-18,13:00:00,90517.14,90595.98,89376.9,89502.23,2600.74405
2024-11-18,14:00:00,89502.23,91053.58,89436.29,90308.01,3049.73206
2024-11-18,15:00:00,90308.0,92594.0,90242.61,92309.51,5498.53658
2024-11-18,16:00:00,92309.51,92584.95,91121.23,91403.12,3213.18996
2024-11-18,17:00:00,91403.12,92149.85,90904.25,91564.69,2525.68968
2024-11-18,18:00:00,91564.69,91660.9,90100.0,90356.8,2030.63341
2024-11-18,19:00:00,90356.8,90640.0,89667.66,90608.26,2185.28321
2024-11-18,20:00:00,90608.26,91924.04,90412.0,91473.42,3550.12502
2024-11-18,21:00:00,91473.43,91980.0,91144.08,91276.33,1649.50066
2024-11-18,22:00:00,91276.33,91461.01,91001.0,91148.02,848.76047
2024-11-18,23:00:00,91148.02,91220.0,90224.02,90464.08,1548.38508
2024-11-19,00:00:00,90464.07,91228.58,90357.0,91042.94,1152.06439
2024-11-19,01:00:00,91042.95,91241.46,90616.0,90714.26,692.68474
2024-11-19,02:00:00,90714.27,91271.65,90702.73,91236.0,895.46765
2024-11-19,03:00:00,91236.0,91529.0,91163.9,91428.0,835.04934
2024-11-19,04:00:00,91428.0,91816.28,91248.01,91528.0,1005.5469
2024-11-19,05:00:00,91528.0,91891.8,91238.09,91877.0,968.00577
2024-11-19,06:00:00,91877.0,91980.0,91598.5,91959.11,951.70937
2024-11-19,07:00:00,91959.11,92000.0,91600.0,91620.01,968.54265
2024-11-19,08:00:00,91620.0,91781.0,91400.03,91780.99,766.0414
2024-11-19,09:00:00,91780.99,91950.0,91200.0,91694.38,1510.11782
2024-11-19,10:00:00,91694.37,91916.24,91485.04,91750.77,780.59382
2024-11-19,11:00:00,91750.78,91842.89,91524.0,91652.02,674.19361
2024-11-19,12:00:00,91652.01,92500.0,91652.01,92467.99,3004.42435
2024-11-19,13:00:00,92467.99,92788.0,91044.15,91142.28,4201.52317
2024-11-19,14:00:00,91142.27,92381.0,90975.8,91824.0,3721.67107
2024-11-19,15:00:00,91824.0,92446.0,91500.0,92391.99,2896.00963
2024-11-19,16:00:00,92391.99,92628.9,92147.12,92553.79,1569.18552
2024-11-19,17:00:00,92553.78,93265.8,92339.26,92853.76,3497.84889
2024-11-19,18:00:00,92853.75,93856.0,92711.5,93646.15,4048.37561
2024-11-19,19:00:00,93646.16,93905.51,93060.0,93227.87,2335.36728
2024-11-19,20:00:00,93227.87,93571.08,92165.05,92458.0,2443.65539
2024-11-19,21:00:00,92457.99,92748.0,91800.0,92196.82,2004.44288
2024-11-19,22:00:00,92196.82,92424.25,91320.0,91826.19,1602.60407
2024-11-19,23:00:00,91826.19,92333.77,91585.3,92310.79,1134.9215
2024-11-20,00:00:00,92310.8,92418.68,92000.0,92044.19,764.92352
2024-11-20,01:00:00,92044.18,92284.53,91720.0,91976.79,1087.89177
2024-11-20,02:00:00,91976.79,92028.74,91580.0,91748.0,902.70195
2024-11-20,03:00:00,91748.0,92066.66,91500.0,92039.99,1340.70675
2024-11-20,04:00:00,92039.99,92271.71,91850.0,92121.21,761.92254
2024-11-20,05:00:00,92121.21,92516.0,91958.56,92505.47,752.93639
2024-11-20,06:00:00,92505.47,92654.93,92352.59,92372.95,756.29573
2024-11-20,07:00:00,92372.95,92851.09,92300.0,92850.38,1206.02389
2024-11-20,08:00:00,92850.38,93333.33,92720.0,93200.0,1862.07171
2024-11-20,09:00:00,93200.0,93669.98,92970.0,93100.01,2098.04798
2024-11-20,10:00:00,93100.01,93520.0,93009.98,93278.5,1040.10863
2024-11-20,11:00:00,93278.5,93614.98,92808.0,93454.65,1216.52056
2024-11-20,12:00:00,93454.65,93750.0,93314.49,93531.95,1707.24079
2024-11-20,13:00:00,93531.95,94585.23,93531.94,94382.88,3912.450982
2024-11-20,14:00:00,94382.87,94750.0,93828.0,94627.41,3797.49185
2024-11-20,15:00:00,94627.41,94807.62,94050.0,94739.97,3285.36081
2024-11-20,16:00:00,94739.98,94831.97,93316.0,94048.0,4089.13579
2024-11-20,17:00:00,94048.0,94338.99,93594.31,93916.34,2014.91043
2024-11-20,18:00:00,93916.34,94272.35,93138.0,93684.0,3071.47167
2024-11-20,19:00:00,93684.0,94000.0,93240.12,94000.0,1585.58901
2024-11-20,20:00:00,94000.0,94599.98,93801.45,94271.99,2158.5685
2024-11-20,21:00:00,94271.99,94500.0,93900.01,94365.92,1238.86975
2024-11-20,22:00:00,94365.92,94490.0,93933.62,94160.55,783.67613
2024-11-20,23:00:00,94160.56,94286.56,93770.07,94286.56,768.28158
2024-11-21,00:00:00,94286.56,94925.66,94194.62,94709.61,1763.85139
2024-11-21,01:00:00,94709.62,94977.0,94596.0,94702.49,1081.29502
2024-11-21,02:00:00,94702.48,94757.57,94040.0,94404.13,1830.66755
2024-11-21,03:00:00,94404.14,95904.0,94400.0,95798.12,4663.243545
2024-11-21,04:00:00,95798.12,97662.36,95798.11,97554.22,6002.610885
2024-11-21,05:00:00,97554.22,97852.0,96692.0,97328.0,3455.114864
2024-11-21,06:00:00,97328.01,97400.0,96800.01,97004.02,2285.57976
2024-11-21,07:00:00,97004.03,97384.62,96912.0,96912.01,1476.87831
2024-11-21,08:00:00,96912.01,97155.01,96723.96,97107.99,1545.04117
2024-11-21,09:00:00,97107.99,97699.76,97024.0,97613.24,2081.15425
2024-11-21,10:00:00,97613.24,97787.49,97272.18,97756.0,2493.73347
2024-11-21,11:00:00,97756.0,98384.86,97729.77,97974.99,3928.97214
2024-11-21,12:00:00,97975.0,98250.0,97300.0,97317.93,3107.00439
2024-11-21,13:00:00,97317.93,97743.85,97019.94,97512.01,3423.76352
2024-11-21,14:00:00,97512.01,97681.43,96521.73,97042.86,4537.05169
2024-11-21,15:00:00,97042.85,97124.29,95600.0,96672.0,5782.29938
2024-11-21,16:00:00,96672.0,97400.0,96276.69,97147.99,3483.6233
2024-11-21,17:00:00,97147.99,98055.99,96927.42,98048.65,2134.39526
2024-11-21,18:00:00,98048.65,98437.5,97668.0,98280.01,3337.47257
2024-11-21,19:00:00,98280.02,98988.0,97721.96,97829.83,4054.290003
2024-11-21,20:00:00,97829.84,98686.86,97608.18,98118.16,2217.62903
2024-11-21,21:00:00,98118.16,98200.0,97533.18,97973.8,2003.47663
2024-11-21,22:00:00,97973.81,98430.23,97850.0,98356.0,1163.29668
2024-11-21,23:00:00,98355.99,98723.65,98305.34,98317.12,1375.91567
2024-11-22,00:00:00,98317.12,98516.0,97841.57,97987.57,1445.05716
2024-11-22,01:00:00,97987.56,98377.26,97840.0,98081.6,1287.82116
2024-11-22,02:00:00,98081.61,98779.62,98039.55,98617.46,1767.59711
2024-11-22,03:00:00,98617.46,99299.99,98422.33,98836.5,3031.999473
2024-11-22,04:00:00,98836.49,99100.0,98666.67,98797.21,1252.78507
2024-11-22,05:00:00,98797.21,98988.0,98517.21,98790.97,1249.93318
2024-11-22,06:00:00,98790.97,99030.31,98624.41,98999.99,1140.73557
2024-11-22,07:00:00,99000.0,99419.99,98875.82,99173.7,2989.41178
2024-11-22,08:00:00,99173.7,99267.19,98750.0,98815.79,1967.24513
2024-11-22,09:00:00,98815.79,98847.79,98358.0,98702.0,1915.68673
2024-11-22,10:00:00,98702.01,98768.0,98256.41,98400.0,1328.09623
2024-11-22,11:00:00,98400.0,98937.0,98219.84,98870.38,1079.71994
2024-11-22,12:00:00,98870.39,98949.0,98492.0,98621.04,999.27938
2024-11-22,13:00:00,98621.05,98628.87,97344.9,97763.54,3839.86087
2024-11-22,14:00:00,97763.54,98147.41,97122.11,97296.0,3335.17223
2024-11-22,15:00:00,97296.0,98770.0,97155.68,98664.0,3089.62303
2024-11-22,16:00:00,98663.99,99010.0,98220.0,98865.3,2350.90254
2024-11-22,17:00:00,98865.3,99275.0,98753.66,98801.87,1981.76744
2024-11-22,18:00:00,98801.87,99174.0,98677.37,99108.87,1760.48396
2024-11-22,19:00:00,99108.87,99588.01,98838.01,99079.74,3447.90227
2024-11-22,20:00:00,99079.74,99449.0,98924.01,99163.99,1805.05499
2024-11-22,21:00:00,99164.0,99307.27,98711.37,99272.72,1123.81247
2024-11-22,22:00:00,99272.72,99369.99,98535.0,98627.35,1189.07747
2024-11-22,23:00:00,98627.36,98904.0,98576.85,98892.0,810.28406
2024-11-23,00:00:00,98892.0,98908.85,98550.02,98634.89,1023.70905
2024-11-23,01:00:00,98634.88,98655.72,98313.48,98590.0,1346.17227
2024-11-23,02:00:00,98590.0,98604.01,98300.0,98483.54,966.83006
2024-11-23,03:00:00,98483.53,98800.0,98404.02,98666.67,581.60262
2024-11-23,04:00:00,98666.66,98695.95,98284.61,98576.14,1249.36095
2024-11-23,05:00:00,98576.14,98769.24,98399.83,98755.15,603.03176
2024-11-23,06:00:00,98755.15,98800.0,98583.72,98709.9,567.51996
2024-11-23,07:00:00,98709.9,98720.0,98408.57,98560.85,940.46801
2024-11-23,08:00:00,98560.84,98623.76,98369.0,98451.98,1196.12543
2024-11-23,09:00:00,98451.98,98539.69,98359.17,98449.07,740.0143
2024-11-23,10:00:00,98449.06,98564.11,98300.0,98408.55,751.11494
2024-11-23,11:00:00,98408.55,98523.1,98374.25,98429.99,489.49638
2024-11-23,12:00:00,98430.0,98619.99,98415.0,98598.75,798.2363
2024-11-23,13:00:00,98598.74,98847.68,98532.08,98532.08,837.41697
2024-11-23,14:00:00,98532.09,98783.85,98465.04,98744.37,1154.22024
2024-11-23,15:00:00,98744.37,98779.7,98400.0,98400.0,1348.81631
2024-11-23,16:00:00,98400.01,98459.56,97533.0,97708.85,4007.9947
2024-11-23,17:00:00,97708.85,98051.29,97336.06,97900.79,2022.77114
2024-11-23,18:00:00,97900.79,98067.66,97636.36,97839.99,834.76174
2024-11-23,19:00:00,97839.99,97840.0,97362.0,97504.0,621.25669
2024-11-23,20:00:00,97504.0,97712.63,97136.0,97703.52,1046.09877
2024-11-23,21:00:00,97703.53,98015.82,97544.06,97962.8,649.84625
2024-11-23,22:00:00,97962.81,98015.82,97508.83,97631.99,497.13727
2024-11-23,23:00:00,97632.0,97727.28,97402.87,97672.4,483.84156
2024-11-24,00:00:00,97672.4,97998.95,97620.74,97919.5,960.14844
2024-11-24,01:00:00,97919.51,98400.0,97919.5,98182.4,1230.90504
2024-11-24,02:00:00,98182.4,98564.0,98182.4,98390.66,1140.53119
2024-11-24,03:00:00,98390.66,98428.0,98105.01,98200.1,657.99671
2024-11-24,04:00:00,98200.1,98260.0,97872.2,98169.21,585.35013
2024-11-24,05:00:00,98169.22,98269.99,97915.0,98264.44,737.36062
2024-11-24,06:00:00,98264.44,98412.14,98028.17,98360.02,1129.96793
2024-11-24,07:00:00,98360.03,98431.06,98168.62,98431.05,1130.67147
2024-11-24,08:00:00,98431.05,98472.98,97945.0,98067.75,923.59984
2024-11-24,09:00:00,98067.75,98195.75,97816.23,97936.47,700.5016
2024-11-24,10:00:00,97936.47,97974.12,97435.89,97668.85,709.65699
2024-11-24,11:00:00,97668.85,97732.01,97239.29,97280.03,1273.16329
2024-11-24,12:00:00,97280.04,97430.02,96403.78,96899.99,3199.08852
2024-11-24,13:00:00,96899.99,97606.52,96726.0,97214.93,1641.95321
2024-11-24,14:00:00,97214.93,97214.94,96577.52,97029.95,1898.27855
2024-11-24,15:00:00,97029.96,97091.31,95900.01,95901.51,2642.99893
2024-11-24,16:00:00,95901.52,96747.98,95734.77,96404.0,2310.89572
2024-11-24,17:00:00,96403.99,96414.64,95747.57,95902.83,1649.22729
2024-11-24,18:00:00,95902.83,96563.87,95832.36,96537.56,866.98322
2024-11-24,19:00:00,96537.56,96537.57,96120.92,96320.02,835.76337
2024-11-24,20:00:00,96320.01,96844.46,96195.47,96826.49,717.921
2024-11-24,21:00:00,96826.48,96997.32,96591.17,96974.89,785.67851
2024-11-24,22:00:00,96974.89,98000.0,96974.89,97999.99,1499.70626
2024-11-24,23:00:00,97999.99,98369.46,97531.0,97900.04,1972.63055
2024-11-25,00:00:00,97900.05,98050.0,97518.28,97714.28,1038.8986
2024-11-25,01:00:00,97714.28,97840.0,96888.0,97205.23,1363.33777
2024-11-25,02:00:00,97205.22,97714.28,97202.53,97368.63,772.57817
2024-11-25,03:00:00,97368.62,97898.81,97339.16,97898.8,663.44882
2024-11-25,04:00:00,97898.81,98050.0,97491.66,97800.0,1108.54922
2024-11-25,05:00:00,97799.99,98239.43,97776.39,98082.69,1422.10023
2024-11-25,06:00:00,98082.69,98376.99,98037.0,98082.86,1317.07606
2024-11-25,07:00:00,98082.87,98271.63,97735.29,98047.34,1382.99014
2024-11-25,08:00:00,98047.34,98292.0,97850.0,98217.77,1115.52291
2024-11-25,09:00:00,98217.77,98871.8,98205.0,98492.96,2043.34112
2024-11-25,10:00:00,98492.95,98680.94,98203.41,98319.34,1139.98678
2024-11-25,11:00:00,98319.35,98553.9,98031.11,98188.09,896.88048
2024-11-25,12:00:00,98188.09,98313.08,97850.0,97900.0,942.82165
2024-11-25,13:00:00,97900.01,97929.7,97222.22,97468.3,2003.87762
2024-11-25,14:00:00,97468.29,97640.0,95340.0,95385.49,4321.63813
2024-11-25,15:00:00,95385.5,96488.95,94525.0,96000.56,7077.15091
2024-11-25,16:00:00,96000.57,96500.0,95686.43,95912.0,2500.76428
2024-11-25,17:00:00,95912.0,95912.0,94850.0,95238.09,3012.8303
2024-11-25,18:00:00,95238.1,95908.59,94856.67,95139.99,1976.549
2024-11-25,19:00:00,95140.0,95288.0,94400.0,94669.48,2792.9965
2024-11-25,20:00:00,94669.49,95300.0,94498.35,94955.89,1921.88304
2024-11-25,21:00:00,94955.89,95166.65,93564.0,93747.8,2977.66837
2024-11-25,22:00:00,93747.81,94414.17,92600.19,94404.49,4141.71114
2024-11-25,23:00:00,94404.49,94405.93,92820.0,93010.01,2912.84972
2024-11-26,00:00:00,93010.01,94356.0,92727.9,93836.5,2627.24565
2024-11-26,01:00:00,93836.58,94857.15,93819.87,94857.15,1464.80746
2024-11-26,02:00:00,94857.15,94923.69,94408.76,94587.98,1117.26552
2024-11-26,03:00:00,94587.99,94700.12,94234.59,94464.0,1036.34148
2024-11-26,04:00:00,94464.0,94536.79,94048.49,94309.52,1033.57893
2024-11-26,05:00:00,94309.52,94676.0,94188.23,94647.96,938.12181
2024-11-26,06:00:00,94647.96,94973.37,94450.0,94495.96,864.96111
2024-11-26,07:00:00,94495.96,94510.48,93500.08,93785.71,1885.36431
2024-11-26,08:00:00,93785.72,93785.72,92326.31,93142.85,4451.53471
2024-11-26,09:00:00,93142.85,93732.0,93064.0,93519.62,2198.13475
2024-11-26,10:00:00,93519.61,93750.0,92272.72,92327.99,2566.71282
2024-11-26,11:00:00,92327.99,92686.44,91466.52,92356.85,4376.5536
2024-11-26,12:00:00,92356.84,92670.0,91784.86,92164.21,3215.96285
2024-11-26,13:00:00,92164.21,92920.0,91914.61,92168.84,2731.84235
2024-11-26,14:00:00,92168.84,93546.2,91739.7,93274.15,4131.32937
2024-11-26,15:00:00,93274.14,93559.0,92316.71,92813.0,3099.99558
2024-11-26,16:00:00,92812.99,94685.6,92692.0,94029.43,3367.10928
2024-11-26,17:00:00,94029.42,94044.0,93425.16,93547.99,1825.51046
2024-11-26,18:00:00,93547.99,93632.0,92000.0,92119.99,2396.58272
2024-11-26,19:00:00,92120.0,92670.28,91554.11,91683.89,3039.3668
2024-11-26,20:00:00,91683.9,92040.0,90791.1,91036.01,4496.09161
2024-11-26,21:00:00,91036.0,91919.83,90850.45,91700.08,1927.03485
2024-11-26,22:00:00,91700.09,92364.0,91543.86,91811.14,1753.92386
2024-11-26,23:00:00,91811.14,92068.0,91588.0,91965.16,1313.3595
2024-11-27,00:00:00,91965.16,92428.58,91792.14,91939.33,1258.85709
2024-11-27,01:00:00,91939.33,92813.92,91824.34,92753.86,1552.30509
2024-11-27,02:00:00,92753.86,93037.38,92304.8,92943.34,1337.36368
2024-11-27,03:00:00,92943.34,92946.1,92521.73,92588.0,1407.05432
2024-11-27,04:00:00,92588.0,93211.2,92500.0,92568.0,1553.5552
2024-11-27,05:00:00,92568.0,92815.23,92361.66,92768.01,886.15723
2024-11-27,06:00:00,92768.01,93393.19,92768.01,93068.16,1418.27916
2024-11-27,07:00:00,93068.15,93648.0,93024.0,93597.16,982.28053
2024-11-27,08:00:00,93597.16,93609.93,93236.01,93433.21,1196.09475
2024-11-27,09:00:00,93433.2,93492.98,93109.12,93403.5,849.82941
2024-11-27,10:00:00,93403.49,93885.6,93353.82,93821.35,1020.37533
2024-11-27,11:00:00,93821.35,93823.34,93316.87,93367.99,927.7124
2024-11-27,12:00:00,93367.99,93500.0,92847.84,93499.99,1362.34844
2024-11-27,13:00:00,93499.99,94264.0,93416.0,94264.0,1732.88941
2024-11-27,14:00:00,94264.0,94885.0,94106.74,94833.41,2687.6878
2024-11-27,15:00:00,94833.42,95850.0,94316.0,95556.01,4085.67328
2024-11-27,16:00:00,95556.0,96333.1,95184.79,95689.19,3735.98049
2024-11-27,17:00:00,95689.18,96300.0,95300.9,96247.24,2172.15499
2024-11-27,18:00:00,96247.24,96539.33,96004.0,96119.51,2183.10482
2024-11-27,19:00:00,96119.51,96631.68,95893.13,96627.99,1434.64526
2024-11-27,20:00:00,96627.99,97208.21,96312.01,96482.75,2769.17906
2024-11-27,21:00:00,96482.96,96595.0,96052.39,96267.86,1587.26456
2024-11-27,22:00:00,96267.87,96520.0,96035.0,96047.47,1228.85624
2024-11-27,23:00:00,96047.47,96183.01,95731.72,95863.11,1783.7788
2024-11-28,00:00:00,95863.11,96564.0,95722.22,96552.01,1430.3734
2024-11-28,01:00:00,96552.0,96552.52,96084.0,96273.95,1230.16331
2024-11-28,02:00:00,96273.94,96439.69,95624.01,95699.79,1574.70118
2024-11-28,03:00:00,95699.79,95789.33,94822.54,95471.43,2040.46488
2024-11-28,04:00:00,95471.44,95840.65,95338.08,95742.72,1348.18004
2024-11-28,05:00:00,95742.73,95922.39,95350.22,95443.43,1214.96792
2024-11-28,06:00:00,95443.44,95692.0,95063.15,95479.07,1427.2001
2024-11-28,07:00:00,95479.07,95757.08,95218.01,95299.66,1024.65086
2024-11-28,08:00:00,95299.66,95615.45,95090.0,95456.01,929.59955
2024-11-28,09:00:00,95456.02,95507.62,94940.1,94976.0,872.54696
2024-11-28,10:00:00,94976.0,95149.61,94640.0,94958.74,1675.94679
2024-11-28,11:00:00,94958.74,95780.0,94760.84,95452.01,1273.9326
2024-11-28,12:00:00,95452.0,95688.68,95204.0,95484.01,928.57105
2024-11-28,13:00:00,95484.01,95777.76,95025.13,95711.25,1160.45403
2024-11-28,14:00:00,95711.24,96221.8,95359.18,95376.04,1807.71904
2024-11-28,15:00:00,95376.03,95508.94,94900.0,95007.14,1651.5439
2024-11-28,16:00:00,95007.15,95308.0,94817.0,94972.0,1029.9759
2024-11-28,17:00:00,94972.0,95240.0,94821.77,94864.31,1122.5994
2024-11-28,18:00:00,94864.32,95329.58,94854.16,95290.21,811.99521
2024-11-28,19:00:00,95290.21,95435.68,95024.0,95119.48,714.2557
2024-11-28,20:00:00,95119.48,95131.53,94698.0,94820.01,810.83116
2024-11-28,21:00:00,94820.0,95164.0,94809.52,95099.99,1023.53283
2024-11-28,22:00:00,95100.0,95651.82,95008.22,95651.79,907.44782
2024-11-28,23:00:00,95651.78,96023.48,95530.24,95643.98,802.88994
